Title	Automatic Acquisition of Adjectival Subcategorization from Corpora	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
B-Reference	Dan Flickinger and John Nerbonne. 1992. Inheritance	page=7 xpos=5 ypos=1 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	and complementation: A case study of easy adjec-	page=7 xpos=5 ypos=2 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	tives and related nouns. Computational Linguistics,	page=7 xpos=5 ypos=2 right-column left-indent font-smallest aligned-line headchar-lower tailchar-comma
I-Reference	18(3):269–309.	page=7 xpos=5 ypos=2 right-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-Reference	Daisuke Kawahara and Sadao Kurohashi. 2002. Fertil-	page=7 xpos=5 ypos=2 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	ization of Case Frame Dictionary for Robust Japanese	page=7 xpos=5 ypos=2 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	Case Analysis. In 19th International Conference on	page=7 xpos=5 ypos=2 right-column left-indent font-smallest aligned-line headchar-capital
I-Reference	Computational Linguistics.	page=7 xpos=5 ypos=3 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Anna Korhonen, Yuval Krymolowski, and Zvika Marx.	page=7 xpos=5 ypos=3 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	2003. Clustering Polysemic Subcategorization Frame	page=7 xpos=5 ypos=3 right-column left-indent font-smallest indented-line year
I-Reference	Distributions Semantically. In Proceedings of the 41st	page=7 xpos=5 ypos=3 right-column left-indent font-smallest aligned-line headchar-capital
I-Reference	Annual Meeting of the Association for Computational	page=7 xpos=5 ypos=3 right-column left-indent font-smallest aligned-line headchar-capital
I-Reference	Linguistics, pages 64–71, Sapporo, Japan.	page=7 xpos=5 ypos=4 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Anna Korhonen. 2002. Subcategorization acquisition.	page=7 xpos=5 ypos=4 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-period
I-Reference	Ph.D. thesis, University of Cambridge Computer Lab-	page=7 xpos=5 ypos=4 right-column left-indent font-smallest indented-line headchar-capital tailchar-hiphen
I-Reference	oratory, February.	page=7 xpos=5 ypos=4 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Catherine Macleod, Ralph Grishman, and Adam Meyers,	page=7 xpos=5 ypos=5 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-comma
I-Reference	1998. COMLEX Syntax Reference Manual. Computer	page=7 xpos=5 ypos=5 right-column left-indent font-smallest indented-line string-reference year
I-Reference	Science Department, New York University.	page=7 xpos=5 ypos=5 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Christopher D. Manning. 1993. Automatic Acquisition	page=7 xpos=5 ypos=5 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	of a Large Subcategorization Dictionary from Cor-	page=7 xpos=5 ypos=5 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	pora. In Meeting of the Association for Computational	page=7 xpos=5 ypos=5 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Linguistics, pages 235–242.	page=7 xpos=5 ypos=6 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	S. Schulte im Walde and C. Brew. 2002. Inducing	page=7 xpos=5 ypos=6 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	german semantic verb classes from purely syntactic	page=7 xpos=5 ypos=6 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	subcategorisation information. In 40th Annual Meet-	page=7 xpos=5 ypos=6 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	ing of the Association for Computational Linguistics,	page=7 xpos=5 ypos=6 right-column left-indent font-smallest aligned-line headchar-lower tailchar-comma
I-Reference	Philadephia, USA.	page=7 xpos=5 ypos=7 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Mihai Surdeanu, Sanda Harabagiu, JohnWilliams, and	page=7 xpos=5 ypos=7 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital
I-Reference	Paul Aarseth. 2003. Using predicate-argument struc-	page=7 xpos=5 ypos=7 right-column left-indent font-smallest indented-line year headchar-capital tailchar-hiphen
I-Reference	tures for information extraction. In Proc. of the 41st	page=7 xpos=5 ypos=7 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Annual Meeting of the Association for Computational	page=7 xpos=5 ypos=7 right-column left-indent font-smallest aligned-line headchar-capital
I-Reference	Linguistics, Sapporo.	page=7 xpos=5 ypos=7 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Susanne Rohen Wolff, Catherine Macleod, and Adam	page=7 xpos=5 ypos=8 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital
I-Reference	Meyers, 1998. COMLEX Word Classes Manual. Com-	page=7 xpos=5 ypos=8 right-column left-indent font-smallest indented-line year headchar-capital tailchar-hiphen
I-Reference	puter Science Department, New York University ,	page=7 xpos=5 ypos=8 right-column left-indent font-smallest aligned-line headchar-lower tailchar-comma
I-Reference	June.	page=7 xpos=5 ypos=8 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
