Title	Modeling Local Coherence: An Entity-based Approach	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital column-bottom above-blank-line above-double-space above-line-space
I-Acknowledgement	IIS-0415865) and EPSRC (Lapata; grant GR/T04540/01).	page=7 xpos=0 ypos=3 left-column full-justified font-smallest aligned-line line-space headchar-capital tailchar-period above-line-space
I-Acknowledgement	We are grateful to Claire Cardie and Vincent Ng for providing	page=7 xpos=0 ypos=3 left-column full-justified font-smallest aligned-line line-space headchar-capital above-line-space
I-Acknowledgement	us the results of their system on our data. Thanks to Eli Barzilay,	page=7 xpos=0 ypos=3 left-column full-justified font-smallest aligned-line line-space headchar-lower tailchar-comma above-line-space
I-Acknowledgement	Eugene Charniak, Michael Elhadad, Noemie Elhadad, Frank	page=7 xpos=0 ypos=4 left-column full-justified font-smallest aligned-line line-space headchar-capital above-line-space
I-Acknowledgement	Keller, Alex Lascarides, Igor Malioutov, Smaranda Muresan,	page=7 xpos=0 ypos=4 left-column full-justified font-smallest aligned-line line-space headchar-capital tailchar-comma above-line-space
I-Acknowledgement	Martin Rinard, Kevin Simler, Caroline Sporleder, Chao Wang,	page=7 xpos=0 ypos=4 left-column full-justified font-smallest aligned-line line-space headchar-capital tailchar-comma above-line-space
I-Acknowledgement	Bonnie Webber and three anonymous reviewers for helpful	page=7 xpos=0 ypos=4 left-column full-justified font-smallest aligned-line line-space headchar-capital above-line-space
I-Acknowledgement	comments and suggestions. Any opinions, findings, and con-	page=7 xpos=0 ypos=4 left-column right-over font-smallest aligned-line line-space headchar-lower tailchar-hiphen above-line-space
I-Acknowledgement	clusions or recommendations expressed above are those of the	page=7 xpos=0 ypos=4 left-column full-justified font-smallest aligned-line line-space headchar-lower above-line-space
I-Acknowledgement	authors and do not necessarily reflect the views of the National	page=7 xpos=0 ypos=5 left-column right-indent font-smallest aligned-line line-space headchar-lower above-line-space
E-Acknowledgement	Science Foundation or EPSRC.	page=7 xpos=0 ypos=5 left-column right-indent font-smallest aligned-line shorter-tail line-space headchar-capital tailchar-period above-blank-line above-double-space above-line-space
ReferenceHeader	References	page=7 xpos=0 ypos=5 left-column right-indent font-larger aligned-line shorter-tail line-blank-line line-double-space line-space string-reference headchar-capital above-double-space above-line-space
B-Reference	N. Asher, A. Lascarides. 2003. Logics of Conversation.	page=7 xpos=0 ypos=6 left-column full-justified font-smallest aligned-line longer-tail line-double-space line-space year headchar-capital tailchar-period
I-Reference	Cambridge University Press.	page=7 xpos=0 ypos=6 left-column left-indent right-indent font-smallest indented-line shorter-tail headchar-capital tailchar-period
B-Reference	R. Barzilay, L. Lee. 2004. Catching the drift: Probabilis-	page=7 xpos=0 ypos=6 left-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	tic content models, with applications to generation and	page=7 xpos=0 ypos=6 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	summarization. In Proceedings of HLT-NAACL, 113–	page=7 xpos=0 ypos=6 left-column left-indent font-smallest aligned-line headchar-lower
I-Reference	120.	page=7 xpos=0 ypos=6 left-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period
B-Reference	M. Collins. 1997. Three generative, lexicalised mod-	page=7 xpos=0 ypos=7 left-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	els for statistical parsing. In Proceedings of the	page=7 xpos=0 ypos=7 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	ACL/EACL, 16–23.	page=7 xpos=0 ypos=7 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	P. W. Foltz, W. Kintsch, T. K. Landauer. 1998. Textual	page=7 xpos=0 ypos=7 left-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	coherence using latent semantic analysis. Discourse	page=7 xpos=0 ypos=7 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	Processes, 25(2&3):285–307.	page=7 xpos=0 ypos=7 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	B. Grosz, A. K. Joshi, S. Weinstein. 1995. Centering:	page=7 xpos=0 ypos=8 left-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-colon
I-Reference	A framework for modeling the local coherence of dis-	page=7 xpos=0 ypos=8 left-column left-indent font-smallest indented-line headchar-capital tailchar-hiphen
I-Reference	course. Computational Linguistics, 21(2):203–225.	page=7 xpos=0 ypos=8 left-column centered left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	L. Hasler. 2004. An investigation into the use of cen-	page=7 xpos=0 ypos=8 left-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	tering transitions for summarisation. In Proceedings	page=7 xpos=0 ypos=8 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	of the 7th Annual CLUK Research Colloquium, 100–	page=7 xpos=0 ypos=8 left-column left-indent font-smallest aligned-line headchar-lower
I-Reference	107, University of Birmingham.	page=7 xpos=0 ypos=9 left-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period
B-Reference	T. Joachims. 2002a. Optimizing search engines using	page=7 xpos=0 ypos=9 left-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	clickthrough data. In Proceesings of KDD, 133–142.	page=7 xpos=0 ypos=9 left-column left-indent right-indent font-smallest indented-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
Page	148	page=7 xpos=4 ypos=9 left-column left-indent right-over indented-line longer-tail line-blank-line line-double-space line-space numeric-only column-bottom
B-Reference	N. Karamanis, M. Poesio, C. Mellish, J. Oberlander.	page=7 xpos=5 ypos=0 right-column full-justified font-smallest column-top headchar-capital tailchar-period
I-Reference	2004. Evaluating centering-based metrics of coher-	page=7 xpos=5 ypos=0 right-column left-indent font-smallest indented-line year tailchar-hiphen
I-Reference	ence for text structuring using a reliably annotated cor-	page=7 xpos=5 ypos=0 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	pus. In Proceedings of the ACL, 391–398.	page=7 xpos=5 ypos=0 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	R. Kibble, R. Power. 2004. Optimising referential co-	page=7 xpos=5 ypos=0 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	herence in text generation. Computational Linguistics,	page=7 xpos=5 ypos=0 right-column left-indent font-smallest indented-line headchar-lower tailchar-comma
I-Reference	30(4):401–416.	page=7 xpos=5 ypos=0 right-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period
B-Reference	R. Kuhn, R. D. Mori. 1990. A cache-based natural lan-	page=7 xpos=5 ypos=1 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	guage model for speech recognition. IEEE Transac-	page=7 xpos=5 ypos=1 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	tions on PAMI, 12(6):570–583.	page=7 xpos=5 ypos=1 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	T. K. Landauer, S. T. Dumais. 1997. A solution to Plato’s	page=7 xpos=5 ypos=1 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	problem: The latent semantic analysis theory of ac-	page=7 xpos=5 ypos=1 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	quisition, induction and representation of knowledge.	page=7 xpos=5 ypos=1 right-column left-indent font-smallest aligned-line headchar-lower tailchar-period
I-Reference	Psychological Review, 104(2):211–240.	page=7 xpos=5 ypos=2 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	M. Lapata. 2003. Probabilistic text structuring: Exper-	page=7 xpos=5 ypos=2 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	iments with sentence ordering. In Proceedings of the	page=7 xpos=5 ypos=2 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	ACL, 545–552.	page=7 xpos=5 ypos=2 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	C.-Y. Lin, E. H. Hovy. 2003. Automatic evaluation of	page=7 xpos=5 ypos=2 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	summaries using n-gram co-occurrence statistics. In	page=7 xpos=5 ypos=2 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	Proceedings of HLT-NAACL, 71–78.	page=7 xpos=5 ypos=3 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	W. C. Mann, S. A. Thomson. 1988. Rhetorical structure	page=7 xpos=5 ypos=3 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	theory. Text, 8(3):243–281.	page=7 xpos=5 ypos=3 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-lower tailchar-period
B-Reference	D. Marcu. 2000. The Theory and Practice of Discourse	page=7 xpos=5 ypos=3 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	Parsing and Summarization. MIT Press.	page=7 xpos=5 ypos=3 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-capital tailchar-period
B-Reference	E. Miltsakaki, K. Kukich. 2000. The role of centering	page=7 xpos=5 ypos=3 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	theory’s rough-shift in the teaching and evaluation of	page=7 xpos=5 ypos=4 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	writing skills. In Proceedings of the ACL, 408–415.	page=7 xpos=5 ypos=4 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	J. Morris, G. Hirst. 1991. Lexical cohesion computed by	page=7 xpos=5 ypos=4 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	thesaural relations as an indicator of the structure of	page=7 xpos=5 ypos=4 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	text. Computational Linguistics, 1(17):21–43.	page=7 xpos=5 ypos=4 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	V. Ng, C. Cardie. 2002. Improving machine learning	page=7 xpos=5 ypos=4 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	approaches to coreference resolution. In Proceedings	page=7 xpos=5 ypos=5 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	of the ACL, 104–111.	page=7 xpos=5 ypos=5 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	K. Papineni, S. Roukos, T. Ward, W.-J. Zhu. 2002. Bleu:	page=7 xpos=5 ypos=5 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-colon
I-Reference	a method for automatic evaluation of machine transla-	page=7 xpos=5 ypos=5 right-column left-indent font-smallest indented-line itemization headchar-lower tailchar-hiphen
I-Reference	tion. In Proceedings of the ACL, 311–318.	page=7 xpos=5 ypos=5 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	M. Poesio, R. Stevenson, B. D. Eugenio, J. Hitzeman.	page=7 xpos=5 ypos=5 right-column full-justified font-smallest hanged-line longer-tail headchar-capital tailchar-period
I-Reference	2004. Centering: a parametric theory and its instan-	page=7 xpos=5 ypos=6 right-column left-indent font-smallest indented-line year tailchar-hiphen
I-Reference	tiations. Computational Linguistics, 30(3):309–363.	page=7 xpos=5 ypos=6 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	E. Reiter, R. Dale. 2000. Building Natural-Language	page=7 xpos=5 ypos=6 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	Generation Systems. Cambridge University Press.	page=7 xpos=5 ypos=6 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-capital tailchar-period
B-Reference	D. Scott, C. S. de Souza. 1990. Getting the message	page=7 xpos=5 ypos=6 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	across in RST-based text generation. In R. Dale,	page=7 xpos=5 ypos=6 right-column left-indent font-smallest indented-line headchar-lower tailchar-comma
I-Reference	C. Mellish, M. Zock, eds., Current Research in Nat-	page=7 xpos=5 ypos=7 right-column left-indent font-smallest aligned-line headchar-capital tailchar-hiphen
I-Reference	ural Language Generation, 47–73. Academic Press.	page=7 xpos=5 ypos=7 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	M. Strube, U. Hahn. 1999. Functional centering –	page=7 xpos=5 ypos=7 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	grounding referential coherence in information struc-	page=7 xpos=5 ypos=7 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	ture. Computational Linguistics, 25(3):309–344.	page=7 xpos=5 ypos=7 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	K. Toutanova, P. Markova, C. D. Manning. 2004. The	page=7 xpos=5 ypos=7 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	leaf projection path view of parse trees: Exploring	page=7 xpos=5 ypos=8 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	string kernels for HPSG parse selection. In Proceed-	page=7 xpos=5 ypos=8 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	ings of the EMNLP, 166–173.	page=7 xpos=5 ypos=8 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	M. Walker, A. Joshi, E. Prince, eds. 1998. Centering	page=7 xpos=5 ypos=8 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	Theory in Discourse. Clarendon Press.	page=7 xpos=5 ypos=8 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-capital tailchar-period
B-Reference	S. M. Weiss, C. A. Kulikowski. 1991. Computer Sys-	page=7 xpos=5 ypos=8 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	tems that Learn: Classification and Prediction Meth-	page=7 xpos=5 ypos=9 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	ods from, Statistics, Neural Nets, Machine Learning,	page=7 xpos=5 ypos=9 right-column left-indent font-smallest aligned-line headchar-lower tailchar-comma
I-Reference	and Expert Systems. Morgan Kaufmann.	page=7 xpos=5 ypos=9 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
