Title	Addressee Identification in Face-to-Face Meetings	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Body	cator. This can be due to several reasons. First,	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	they used different seating arrangements which is	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	implicated in the organization of gaze. Second,	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	our meeting environment contains attentional ‘dis-	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tracters’ such as whiteboard, projector screen and	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	notes. Finally, during a meeting, in contrast to an	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	ordinary conversation, participants perform vari-	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ous meeting actions which may influence gaze as	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	an aspect of addressing behavior.	page=7 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We will continue our work on addressee identi-	page=7 xpos=0 ypos=2 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	fication on the large AMI data collection that is	page=7 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower
I-Body	currently in production. The AMI corpus con-	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tains more natural, scenario-based, meetings that	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	involve groups focused on the design of a TV re-	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mote control. Some initial experiments on the	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	AMI pilot data show that additional challenges for	page=7 xpos=0 ypos=3 left-column full-justified aligned-line headchar-capital
I-Body	addressee identification on the AMI data are: roles	page=7 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	that participants play in the meetings (e.g. project	page=7 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	manager or marketing expert) and additional at-	page=7 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tentional ‘distracters’ present in the meeting room	page=7 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	such as, the task object at first place and laptops.	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	This means that a richer feature set should be ex-	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	plored to improve classifiers’ performances on the	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	AMI data including, for example, the background	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Body	knowledge about participants’ roles. We will also	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	focus on the development of new models that bet-	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ter handle conditional and contextual dependen-	page=7 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	cies among different types of features.	page=7 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
AcknowledgementHeader	Acknowledgments	page=7 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail line-double-space line-space string-acknowledgement headchar-capital above-double-space above-line-space
B-Acknowledgement	This work was partly supported by the European	page=7 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Acknowledgement	Union 6th FWP IST Integrated Project AMI (Aug-	page=7 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Acknowledgement	mented Multi-party Interaction, FP6-506811, pub-	page=7 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Acknowledgement	lication AMI-153).	page=7 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
ReferenceHeader	References	page=7 xpos=0 ypos=6 left-column right-indent font-larger aligned-line shorter-tail line-blank-line line-double-space line-space string-reference headchar-capital above-double-space above-line-space
B-Reference	M. Argyle. 1969. Social Interaction. London: Tavis-	page=7 xpos=0 ypos=7 left-column full-justified font-smallest aligned-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	tock Press.	page=7 xpos=0 ypos=7 left-column left-indent right-indent font-smallest indented-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	I. Bakx, K. van Turnhout, and J. Terken. 2003. Facial	page=7 xpos=0 ypos=7 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	orientation during multi-party interaction with infor-	page=7 xpos=0 ypos=7 left-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	mation kiosks. In Proc. of INTERACT.	page=7 xpos=0 ypos=7 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	H. H. Clark and B. T. Carlson. 1982. Hearers and	page=7 xpos=0 ypos=8 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	speech acts. Language, 58:332–373.	page=7 xpos=0 ypos=8 left-column left-indent right-indent font-smallest indented-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	G. Cooper and E. Herskovits. 1992. Bayesian method	page=7 xpos=0 ypos=8 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	for the induction of probabilistic networks from	page=7 xpos=0 ypos=8 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	data. Machine Learning, 9:309–347.	page=7 xpos=0 ypos=8 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	R. Dhillon, S. Bhagat, H. Carvey, and E. Shriberg.	page=7 xpos=0 ypos=9 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	2004. Meeting recorder project: Dialogue act label-	page=7 xpos=0 ypos=9 left-column left-indent font-smallest indented-line year tailchar-hiphen
I-Reference	ing guide. Technical report, ICSI, Berkeley, USA.	page=7 xpos=0 ypos=9 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom
B-Reference	M. Galley, K. McKeown, J. Hirschberg, and	page=7 xpos=5 ypos=0 right-column full-justified font-smallest column-top headchar-capital
I-Reference	E. Shriberg. 2004. Identifying agreement and	page=7 xpos=5 ypos=0 right-column left-indent font-smallest indented-line year headchar-capital
I-Reference	disagreement in conversational speech: Use of	page=7 xpos=5 ypos=0 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	bayesian networks to model pragmatic dependen-	page=7 xpos=5 ypos=0 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	cies. In Proc. of 42nd Meeting of the ACL.	page=7 xpos=5 ypos=0 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	E. Goffman. 1976. Replies and responses. Language	page=7 xpos=5 ypos=0 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	in Society, 5:257–313.	page=7 xpos=5 ypos=1 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	E. Goffman. 1981a. Footing. In Forms of Talk, pages	page=7 xpos=5 ypos=1 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	124–159. University of Pennsylvania Press.	page=7 xpos=5 ypos=1 right-column left-indent right-indent font-smallest indented-line shorter-tail tailchar-period above-double-space above-line-space
B-Reference	E. Goffman. 1981b. Forms of Talk. University of	page=7 xpos=5 ypos=1 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	Pennsylvania Press, Philadelphia.	page=7 xpos=5 ypos=1 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	C. Goodwin. 1981. Conversational Organiza-	page=7 xpos=5 ypos=2 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	tion: Interaction Between Speakers and Hearers.	page=7 xpos=5 ypos=2 right-column left-indent font-smallest indented-line headchar-lower tailchar-period
I-Reference	NY:Academic Press.	page=7 xpos=5 ypos=2 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	N. Jovanovic and R. op den Akker. 2004. Towards	page=7 xpos=5 ypos=2 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	automatic addressee identification in multi-party di-	page=7 xpos=5 ypos=2 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	alogues. In Proc of the 5th SIGDial.	page=7 xpos=5 ypos=2 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	N. Jovanovic, R. op den Akker, and A. Nijholt. 2005.	page=7 xpos=5 ypos=3 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-period
I-Reference	A corpus for studying addressing behavior in face-	page=7 xpos=5 ypos=3 right-column left-indent font-smallest indented-line headchar-capital tailchar-hiphen
I-Reference	to-face meetings. In Proc. of the 6th SIGDial.	page=7 xpos=5 ypos=3 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	D. Jurafsky, L. Shriberg, and D. Biasca. 1997. Switch-	page=7 xpos=5 ypos=3 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	board swbd-damsl shallow-discourse-function an-	page=7 xpos=5 ypos=3 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	notation coders manual, draft 13. Technical report,	page=7 xpos=5 ypos=4 right-column left-indent font-smallest aligned-line headchar-lower tailchar-comma
I-Reference	University of Colorado, Institute of Cognitive Sci-	page=7 xpos=5 ypos=4 right-column left-indent font-smallest aligned-line headchar-capital tailchar-hiphen
I-Reference	ence.	page=7 xpos=5 ypos=4 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	M. Katzenmaier, R. Stiefelhagen, and T. Schultz. 2004.	page=7 xpos=5 ypos=4 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-period
I-Reference	Identifying the addressee in human-human-robot in-	page=7 xpos=5 ypos=4 right-column left-indent font-smallest indented-line headchar-capital tailchar-hiphen
I-Reference	teractions based on head pose and speech. In Proc.	page=7 xpos=5 ypos=4 right-column left-indent font-smallest aligned-line headchar-lower tailchar-period
I-Reference	of ICMI.	page=7 xpos=5 ypos=5 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	A. Kendon. 1967. Some functions of gaze direction in	page=7 xpos=5 ypos=5 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	social interaction. Acta Psychologica, 32:1–25.	page=7 xpos=5 ypos=5 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	I. McCowan, S. Bengio, D. Gatica-Perez, G. Lathoud,	page=7 xpos=5 ypos=5 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-comma
I-Reference	F. Monay, D. Moore, P. Wellner, and H. Bourlard.	page=7 xpos=5 ypos=5 right-column left-indent font-smallest indented-line headchar-capital tailchar-period
I-Reference	2003. Modeling human interactions in meetings. In	page=7 xpos=5 ypos=6 right-column left-indent font-smallest aligned-line year
I-Reference	Proc. IEEE ICASSP.	page=7 xpos=5 ypos=6 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	K. Otsuka, Y. Takemae, J. Yamato, and H. Murase.	page=7 xpos=5 ypos=6 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	2005. A probabilistic inference of multiparty-	page=7 xpos=5 ypos=6 right-column left-indent font-smallest indented-line year tailchar-hiphen
I-Reference	conversation structure based on markov-switching	page=7 xpos=5 ypos=6 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	models of gaze patterns, head directions, and utter-	page=7 xpos=5 ypos=6 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	ances. In Proc. of ICMI.	page=7 xpos=5 ypos=7 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	H. Sacks, E. A. Schegloff, and G. Jefferson. 1974.	page=7 xpos=5 ypos=7 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-period
I-Reference	A simplest systematics for the organization of turn-	page=7 xpos=5 ypos=7 right-column left-indent font-smallest indented-line headchar-capital tailchar-hiphen
I-Reference	taking for conversation. Language, 50:696–735.	page=7 xpos=5 ypos=7 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	D. Traum. 2004. Issues in multi-party dialogues. In	page=7 xpos=5 ypos=7 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	F. Dignum, editor, Advances in Agent Communica-	page=7 xpos=5 ypos=7 right-column left-indent font-smallest indented-line headchar-capital tailchar-hiphen
I-Reference	tion, pages 201–211. Springer-Verlag.	page=7 xpos=5 ypos=8 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	K. van Turnhout, J. Terken, I. Bakx, and B. Eggen.	page=7 xpos=5 ypos=8 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	2005. Identifying the intended addressee in	page=7 xpos=5 ypos=8 right-column left-indent font-smallest indented-line year
I-Reference	mixed human-human and human-computer interac-	page=7 xpos=5 ypos=8 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	tion from non-verbal features. In Proc. of ICMI.	page=7 xpos=5 ypos=8 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	R. Vertegaal. 1998. Look who is talking to whom.	page=7 xpos=5 ypos=9 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-period
I-Reference	Ph.D. thesis, University of Twente, September.	page=7 xpos=5 ypos=9 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-capital tailchar-period column-bottom above-blank-line above-double-space above-line-space
Page	176	page=7 xpos=4 ypos=9 single-column left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only
