B-Header	Proceedings of HLT-NAACL 2003	page=0 xpos=6 ypos=0 right-column left-indent font-smallest page-top year headchar-capital
B-Reference	Kishore Papineni, Salim Roukos, Todd Ward, and Wei-	page=7 xpos=5 ypos=0 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Reference	Jing Zhu. 2001. Bleu: a method for automatic evalua-	page=7 xpos=5 ypos=0 right-column left-indent indented-line year headchar-capital tailchar-hiphen
I-Reference	tion of machine translation. Technical Report IBM Re-	page=7 xpos=5 ypos=1 right-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	search Division Technical Report, RC22176 (W0190-	page=7 xpos=5 ypos=1 right-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	022), Yorktown Heights, N.Y.	page=7 xpos=5 ypos=1 right-column left-indent right-indent aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-Reference	Stefan Riezler, Tracy H. King, Ronald M. Kaplan,	page=7 xpos=5 ypos=1 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-comma
I-Reference	Richard Crouch, John T. Maxwell, and Mark John-	page=7 xpos=5 ypos=1 right-column left-indent indented-line headchar-capital tailchar-hiphen
I-Reference	son. 2002. Parsing the Wall Street Journal using a	page=7 xpos=5 ypos=2 right-column left-indent aligned-line year headchar-lower
I-Reference	Lexical-Functional Grammar and discriminative esti-	page=7 xpos=5 ypos=2 right-column left-indent aligned-line headchar-capital tailchar-hiphen
I-Reference	mation techniques. In Proceedings of the 40th Annual	page=7 xpos=5 ypos=2 right-column left-indent aligned-line headchar-lower
I-Reference	Meeting of the Association for Computational Linguis-	page=7 xpos=5 ypos=2 right-column left-indent aligned-line headchar-capital tailchar-hiphen
I-Reference	tics (ACL’02), Philadelphia, PA.	page=7 xpos=5 ypos=2 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Michael J. Witbrock and Vibhu O. Mittal. 1999. Ultra-	page=7 xpos=5 ypos=3 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	summarization: A statistical approach to generating	page=7 xpos=5 ypos=3 right-column left-indent indented-line headchar-lower
I-Reference	highly condensed non-extractive summaries. In Pro-	page=7 xpos=5 ypos=3 right-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	ceedings of the 22nd ACM SIGIR Conference on Re-	page=7 xpos=5 ypos=3 right-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	search and Development in Information Retrieval,	page=7 xpos=5 ypos=3 right-column left-indent aligned-line headchar-lower tailchar-comma
I-Reference	Berkeley, CA.	page=7 xpos=5 ypos=3 right-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period
