B-Header	Proceedings of HLT-NAACL 2003	page=0 xpos=6 ypos=0 right-column left-indent font-smallest page-top year headchar-capital
I-Reference	Hongkong, China, October.	page=7 xpos=0 ypos=9 left-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period column-bottom
B-Reference	U. Pal, P. K. Kundu, and B. B. Chaudhuri. 2000. OCR er-	page=7 xpos=5 ypos=0 right-column full-justified column-top year headchar-capital tailchar-hiphen
I-Reference	ror correction of an inflectional indian language using	page=7 xpos=5 ypos=0 right-column left-indent indented-line headchar-lower
I-Reference	morphological parsing. Journal of Information Sci-	page=7 xpos=5 ypos=0 right-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	ence and Engineering, 16(6):903–922, November.	page=7 xpos=5 ypos=0 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Juan Carlos Perez-Cortes, Juan-Carlos Amengual,	page=7 xpos=5 ypos=1 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-comma
I-Reference	Joaquim Arlandis, and Rafael Llobet. 2000. Stochas-	page=7 xpos=5 ypos=1 right-column left-indent indented-line year headchar-capital tailchar-hiphen
I-Reference	tic error-correcting parsing for OCR post-processing.	page=7 xpos=5 ypos=1 right-column left-indent aligned-line headchar-lower tailchar-period
I-Reference	In ICPR, pages 4405–4408, Barcelona, Spain, Septem-	page=7 xpos=5 ypos=1 right-column left-indent aligned-line headchar-capital tailchar-hiphen
I-Reference	ber.	page=7 xpos=5 ypos=2 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Philip Resnik and I. Dan Melamed. 1997. Semi-	page=7 xpos=5 ypos=2 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	automatic acquisition of domain-specific translation	page=7 xpos=5 ypos=2 right-column left-indent indented-line headchar-lower
I-Reference	lexicons. In Fifth Conference on Applied Natural Lan-	page=7 xpos=5 ypos=2 right-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	guage Processing, Washington, D.C.	page=7 xpos=5 ypos=3 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Philip Resnik, Mari Broman Olsen, and Mona Diab.	page=7 xpos=5 ypos=3 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	1999. The Bible as a parallel corpus: Annotating the	page=7 xpos=5 ypos=3 right-column left-indent indented-line year
I-Reference	‘Book of 2000 Tongues’. Computers and the Human-	page=7 xpos=5 ypos=3 right-column left-indent aligned-line year tailchar-hiphen
I-Reference	ities, 33:129–153.	page=7 xpos=5 ypos=4 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Philip Resnik, Douglas Oard, and Gina Levow. 2001.	page=7 xpos=5 ypos=4 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-period
I-Reference	Improved cross-language retrieval using backoff trans-	page=7 xpos=5 ypos=4 right-column left-indent indented-line headchar-capital tailchar-hiphen
I-Reference	lation. In Human Language Technology Conference	page=7 xpos=5 ypos=5 right-column left-indent aligned-line headchar-lower
I-Reference	(HLT-2001), San Diego, CA, March.	page=7 xpos=5 ypos=5 right-column left-indent right-indent aligned-line shorter-tail year tailchar-period above-double-space above-line-space
B-Reference	R. M. K. Sinha and Biendra Prasada. 1988. Visual	page=7 xpos=5 ypos=5 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	text recognition through contextual processing. Pat-	page=7 xpos=5 ypos=5 right-column left-indent indented-line headchar-lower tailchar-hiphen
I-Reference	tern Recognition, 21(5):463–479.	page=7 xpos=5 ypos=6 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Sargur N. Srihari, Jonathan J. Hull, and Ramesh Choud-	page=7 xpos=5 ypos=6 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Reference	hari. 1983. Integrating diverse knowledge sources in	page=7 xpos=5 ypos=6 right-column left-indent indented-line year headchar-lower
I-Reference	text recognition. ACM Transactions on Office Infor-	page=7 xpos=5 ypos=7 right-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	mation Systems, 1(1):68–87, January.	page=7 xpos=5 ypos=7 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Kazem Taghva and Eric Stofsky. 2001. OCRSpell: an	page=7 xpos=5 ypos=7 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	interactive spelling correction system for OCR errors	page=7 xpos=5 ypos=7 right-column left-indent indented-line headchar-lower
I-Reference	in text. IJDAR, 3(3):125–137.	page=7 xpos=5 ypos=8 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Ian H. Witten and Timothy C. Bell. 1991. The zero-	page=7 xpos=5 ypos=8 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	frequency problem: Estimating the probabilities of	page=7 xpos=5 ypos=8 right-column left-indent indented-line headchar-lower
I-Reference	novel events in adaptive text compression. IEEE	page=7 xpos=5 ypos=8 right-column left-indent aligned-line headchar-lower
I-Reference	Transactions on Information Theory, 37(4):1085–	page=7 xpos=5 ypos=9 right-column left-indent aligned-line headchar-capital
I-Reference	1093, July.	page=7 xpos=5 ypos=9 right-column left-indent right-indent aligned-line shorter-tail tailchar-period
