Title	Ensemble Methods for Unsupervised WSD	page=0 xpos=2 ypos=0 single-column centered left-indent right-indent font-smallest page-top headchar-capital above-blank-line above-double-space above-line-space
B-Caption	Figure 1: WSD accuracy as a function of noun fre-	page=6 xpos=5 ypos=1 right-column full-justified aligned-line line-double-space line-space string-figure headchar-capital tailchar-hiphen above-line-space
Table	__Table 6__	page=6 xpos=5 ypos=1 right-column left-over right-indent box shorter-tail line-space table-area above-double-space above-line-space
B-Caption	Table 6: Results of individual disambiguation al-	page=6 xpos=5 ypos=3 right-column full-justified longer-tail line-double-space line-space string-table headchar-capital tailchar-hiphen
I-Caption	gorithms and rank-based ensemble on Senseval-3	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Caption	nouns	page=6 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
I-Body	pares the domain of the context surrounding the	page=6 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-lower
I-Body	target word with the domains of its senses and uses	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	a version of WordNet augmented with domain la-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Body	bels (e.g., economy, geography). Our baseline se-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lects the first sense randomly and uses it to disam-	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	biguate all instances of a target word. Our upper	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	bound defaults to the first sense from SemCor. We	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	report precision, recall and Fscore. In cases where	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	precision and recall figures coincide, the algorithm	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	has 100% coverage.	page=6 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	As can be seen the rank-based, ensemble out-	page=6 xpos=5 ypos=6 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	performs both SSI and the IRST-DDD system.	page=6 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower tailchar-period
I-Body	This is an encouraging result, suggesting that there	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital
I-Body	may be advantages in developing diverse classes	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	of unsupervised WSD algorithms for system com-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	bination. The results in Table 6 are higher than	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	those reported for SemCor (see Table 4). This is	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	expected since the Senseval-3 data set contains	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	monosemous nouns as well. Taking solely polyse-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mous nouns into account, SSI’s Fscore is 53.39%	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	and the ranked-based ensemble’s 55.0%. We fur-	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ther note that not all of the components in our en-	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	semble are optimal. Predominant senses for Lesk	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	and LexChains were estimated from the Senseval-	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	3 data, however a larger corpus would probably	page=6 xpos=5 ypos=9 right-column full-justified aligned-line numbered-heading1
E-Body	yield more reliable estimates.	page=6 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom above-blank-line above-double-space above-line-space
Page	103	page=6 xpos=4 ypos=9 single-column centered left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
B-SectionHeader	6 Conclusions and Discussion	page=7 xpos=0 ypos=0 left-column right-indent font-smallest page-top numbered-heading1 above-double-space above-line-space
B-Body	In this paper we have presented an evaluation	page=7 xpos=0 ypos=0 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	study of four well-known approaches to unsuper-	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	vised WSD. Our comparison involved type- and	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	token-based disambiguation algorithms relying on	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	different kinds of WordNet relations and different	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	amounts of corpus data. Our experiments revealed	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	two important findings. First, type-based disam-	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	biguation yields results superior to a token-based	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	approach. Using predominant senses is preferable	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	to disambiguating instances individually, even for	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	token-based algorithms. Second, the outputs of	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	the different approaches examined here are suffi-	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ciently diverse to motivate combination methods	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	for unsupervised WSD. We defined several ensem-	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	bles on the predominant sense outputs of individ-	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ual methods and showed that combination systems	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	outperformed their best components both on the	page=7 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
E-Body	SemCor and Senseval-3 data sets.	page=7 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-period
B-Body	The work described here could be usefully em-	page=7 xpos=0 ypos=3 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	ployed in two tasks: (a) to create preliminary an-	page=7 xpos=0 ypos=3 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	notations, thus supporting the “annotate automati-	page=7 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cally, correct manually” methodology used to pro-	page=7 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	vide high volume annotation in the Penn Treebank	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	project; and (b) in combination with supervised	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	WSD methods that take context into account; for	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Body	instance, such methods could default to an unsu-	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	pervised system for unseen words or words with	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	uninformative contexts.	page=7 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In the future we plan to integrate more com-	page=7 xpos=0 ypos=5 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	ponents into our ensembles. These include not	page=7 xpos=0 ypos=5 left-column full-justified hanged-line headchar-lower
I-Body	only domain driven disambiguation algorithms	page=7 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	(Strapparava et al., 2004) but also graph theoretic	page=7 xpos=0 ypos=5 left-column full-justified aligned-line year
I-Body	ones (Mihalcea, 2005) as well as algorithms that	page=7 xpos=0 ypos=5 left-column full-justified aligned-line year headchar-lower
I-Body	quantify the degree of association between senses	page=7 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	and their co-occurring contexts (Mohammad and	page=7 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	Hirst, 2006). Increasing the number of compo-	page=7 xpos=0 ypos=6 left-column full-justified aligned-line year headchar-capital tailchar-hiphen
I-Body	nents would allow us to employ more sophisti-	page=7 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cated combination methods such as unsupervised	page=7 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	rank aggregation algorithms (Tan and Jin, 2004).	page=7 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail year headchar-lower tailchar-period above-blank-line above-double-space above-line-space
AcknowledgementHeader	Acknowledgements	page=7 xpos=0 ypos=7 left-column right-indent font-smallest aligned-line shorter-tail line-blank-line line-double-space line-space string-acknowledgement headchar-capital above-double-space above-line-space
B-Acknowledgement	We are grateful to Diana McCarthy for her help with this	page=7 xpos=0 ypos=7 left-column full-justified font-smallest aligned-line longer-tail line-double-space line-space headchar-capital
I-Acknowledgement	work and to Michel Galley for making his code available	page=7 xpos=0 ypos=7 left-column full-justified font-smallest aligned-line headchar-lower
I-Acknowledgement	to us. Thanks to John Carroll and Rob Koeling for in-	page=7 xpos=0 ypos=7 left-column full-justified font-smallest aligned-line headchar-lower tailchar-hiphen
I-Acknowledgement	sightful comments and suggestions. The authors acknowl-	page=7 xpos=0 ypos=7 left-column full-justified font-smallest aligned-line headchar-lower tailchar-hiphen
I-Acknowledgement	edge the support of EPSRC (Brody and Lapata; grant	page=7 xpos=0 ypos=7 left-column full-justified font-smallest aligned-line headchar-lower
I-Acknowledgement	EP/C538447/1) and the European Union (Navigli; Interop	page=7 xpos=0 ypos=8 left-column full-justified font-smallest aligned-line headchar-capital
E-Acknowledgement	NoE (508011)).	page=7 xpos=0 ypos=8 left-column right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-blank-line above-double-space above-line-space
ReferenceHeader	References	page=7 xpos=0 ypos=8 left-column right-indent font-smallest aligned-line line-blank-line line-double-space line-space string-reference headchar-capital above-double-space above-line-space
B-Reference	Banerjee, Satanjeev and Ted Pedersen. 2003. Extended gloss	page=7 xpos=0 ypos=8 left-column full-justified font-smallest aligned-line longer-tail line-double-space line-space year headchar-capital
I-Reference	overlaps as a measure of semantic relatedness. In Proceed-	page=7 xpos=0 ypos=8 left-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	ings of the 18th IJCAI. Acapulco, pages 805–810.	page=7 xpos=0 ypos=8 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	Briscoe, Ted and John Carroll. 2002. Robust accurate statis-	page=7 xpos=0 ypos=9 left-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	tical annotation of general text. In Proceedings of the 3rd	page=7 xpos=0 ypos=9 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	LREC. Las Palmas, Gran Canaria, pages 1499–1504.	page=7 xpos=0 ypos=9 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period column-bottom
B-Reference	Dietterich, T. G. 1997. Machine learning research: Four cur-	page=7 xpos=5 ypos=0 right-column full-justified font-smallest column-top year headchar-capital tailchar-hiphen
I-Reference	rent directions. AI Magazine 18(4):97–136.	page=7 xpos=5 ypos=0 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-lower tailchar-period
B-Reference	Edmonds, Philip. 2000. Designing a task for SENSEVAL-2.	page=7 xpos=5 ypos=0 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-period
I-Reference	Technical note.	page=7 xpos=5 ypos=0 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-capital tailchar-period
B-Reference	Florian, Radu, Silviu Cucerzan, Charles Schafer, and David	page=7 xpos=5 ypos=0 right-column full-justified font-smallest hanged-line longer-tail headchar-capital
I-Reference	Yarowsky. 2002. Combining classifiers for word sense dis-	page=7 xpos=5 ypos=0 right-column left-indent font-smallest indented-line year headchar-capital tailchar-hiphen
I-Reference	ambiguation. Natural Language Engineering 1(1):1–14.	page=7 xpos=5 ypos=0 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	Galley, Michel and Kathleen McKeown. 2003. Improving	page=7 xpos=5 ypos=0 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	word sense disambiguation in lexical chaining. In Pro-	page=7 xpos=5 ypos=1 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
B-Reference	Hoste, <sup>ceedings</sup> Véronique, of the 18th Iris Hendrickx, IJCAI. Acapulco, Walter pages Daelemans, 1486–1488. and	page=7 xpos=5 ypos=1 right-column full-justified font-largest hanged-line headchar-capital
I-Reference	Antal van den Bosch. 2002. Parameter optimization for	page=7 xpos=5 ypos=1 right-column left-indent font-smallest indented-line year headchar-capital
I-Reference	machine-learning of word sense disambiguation. Lan-	page=7 xpos=5 ypos=1 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	guage Engineering 8(4):311–325.	page=7 xpos=5 ypos=1 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	Lesk, Michael. 1986. Automatic sense disambiguation us-	page=7 xpos=5 ypos=1 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	ing machine readable dictionaries: How to tell a pine cone	page=7 xpos=5 ypos=1 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	from an ice cream cone. In Proceedings of the 5th SIG-	page=7 xpos=5 ypos=2 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	DOC. New York, NY, pages 24–26.	page=7 xpos=5 ypos=2 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	Lin, Dekang. 1998. An information-theoretic definition of	page=7 xpos=5 ypos=2 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	similarity. In Proceedings of the 15th ICML. Madison,	page=7 xpos=5 ypos=2 right-column left-indent font-smallest indented-line headchar-lower tailchar-comma
I-Reference	WI, pages 296–304.	page=7 xpos=5 ypos=2 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	McCarthy, Diana, Rob Koeling, Julie Weeds, and John Car-	page=7 xpos=5 ypos=2 right-column full-justified font-smallest hanged-line longer-tail headchar-capital tailchar-hiphen
I-Reference	roll. 2004. Finding predominant senses in untagged text.	page=7 xpos=5 ypos=2 right-column left-indent font-smallest indented-line year headchar-lower tailchar-period
I-Reference	In Proceedings of the 42th ACL. Barcelona, Spain, pages	page=7 xpos=5 ypos=2 right-column left-indent font-smallest aligned-line headchar-capital
I-Reference	280–287.	page=7 xpos=5 ypos=3 right-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period
B-Reference	Mihalcea, Rada. 2005. Unsupervised large-vocabulary word	page=7 xpos=5 ypos=3 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	sense disambiguation with graph-based algorithms for se-	page=7 xpos=5 ypos=3 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	quence data labeling. In Proceedings of the HLT/EMNLP.	page=7 xpos=5 ypos=3 right-column left-indent font-smallest aligned-line headchar-lower tailchar-period
I-Reference	Vancouver, BC, pages 411–418.	page=7 xpos=5 ypos=3 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	Mihalcea, Rada and Phil Edmonds, editors. 2004. Proceed-	page=7 xpos=5 ypos=3 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	ings of the SENSEVAL-3. Barcelona, Spain.	page=7 xpos=5 ypos=3 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-lower tailchar-period
B-Reference	Miller, George A., Claudia Leacock, Randee Tengi, and	page=7 xpos=5 ypos=4 right-column full-justified font-smallest hanged-line longer-tail headchar-capital
I-Reference	Ross T. Bunker. 1993. A semantic concordance. In Pro-	page=7 xpos=5 ypos=4 right-column left-indent font-smallest indented-line year headchar-capital tailchar-hiphen
I-Reference	pages <sup>ceedings</sup> 303–308. of the ARPA HLT Workshop. Morgan Kaufman,	page=7 xpos=5 ypos=4 right-column left-indent font-largest aligned-line headchar-lower tailchar-comma
B-Reference	Mohammad, Saif and Graeme Hirst. 2006. Determining word	page=7 xpos=5 ypos=4 right-column full-justified font-smallest hanged-line year headchar-capital
I-Reference	sense dominance using a thesaurus. In Proceedings of the	page=7 xpos=5 ypos=4 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	EACL. Trento, Italy, pages 121–128.	page=7 xpos=5 ypos=4 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	Morris, Jane and Graeme Hirst. 1991. Lexical cohesion com-	page=7 xpos=5 ypos=4 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	puted by thesaural relations as an indicator of the structure	page=7 xpos=5 ypos=5 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	of text. Computational Linguistics 1(17):21–43.	page=7 xpos=5 ypos=5 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	Navigli, Roberto. 2005. Semi-automatic extension of large-	page=7 xpos=5 ypos=5 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	scale linguistic knowledge bases. In Proceedings of the	page=7 xpos=5 ypos=5 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	18th FLAIRS. Florida.	page=7 xpos=5 ypos=5 right-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period
B-Reference	Navigli, Roberto and Paola Velardi. 2005. Structural seman-	page=7 xpos=5 ypos=5 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	tic interconnections: a knowledge-based approach to word	page=7 xpos=5 ypos=5 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	sense disambiguation. PAMI 27(7):1075–1088.	page=7 xpos=5 ypos=6 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	Ng, Tou Hwee. 1997. Getting serious about word sense dis-	page=7 xpos=5 ypos=6 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	ambiguation. In Proceedings of the ACL SIGLEX Work-	page=7 xpos=5 ypos=6 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen above-line-space
I-Reference	shop on Tagging Text with Lexical Semantics: Why, What,	page=7 xpos=5 ypos=6 right-column left-indent font-smallest aligned-line line-space headchar-lower tailchar-comma
I-Reference	and How?. Washington, DC, pages 1–7.	page=7 xpos=5 ypos=6 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	Stokoe, Christopher. 2005. Differentiating homonymy and	page=7 xpos=5 ypos=6 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	polysemy in information retrieval. In Proceedings of the	page=7 xpos=5 ypos=6 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	HLT/EMNLP. Vancouver, BC, pages 403–410.	page=7 xpos=5 ypos=6 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	Strapparava, Carlo, Alfio Gliozzo, and Claudio Giuliano.	page=7 xpos=5 ypos=7 right-column full-justified font-smallest hanged-line longer-tail headchar-capital tailchar-period
I-Reference	2004. Word-sense disambiguation for machine transla-	page=7 xpos=5 ypos=7 right-column left-indent font-smallest indented-line year tailchar-hiphen
I-Reference	tion. In Proceedings of the SENSEVAL-3. Barcelona,	page=7 xpos=5 ypos=7 right-column left-indent font-smallest aligned-line headchar-lower tailchar-comma
I-Reference	Spain, pages 229–234.	page=7 xpos=5 ypos=7 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	Tan, Pang-Ning and Rong Jin. 2004. Ordering patterns by	page=7 xpos=5 ypos=7 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	combining opinions from multiple sources. In Proceed-	page=7 xpos=5 ypos=7 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	ings of the 10th KDD. Seattle, WA, pages 22–25.	page=7 xpos=5 ypos=7 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	van Halteren, Hans, Jakub Zavrel, and Walter Daelemans.	page=7 xpos=5 ypos=7 right-column full-justified font-smallest hanged-line longer-tail headchar-lower tailchar-period
I-Reference	2001. Improving accuracy in word class tagging through	page=7 xpos=5 ypos=8 right-column left-indent font-smallest indented-line year
I-Reference	combination of machine learning systems. Computational	page=7 xpos=5 ypos=8 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Linguistics 27(2):199–230.	page=7 xpos=5 ypos=8 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	Vickrey, David, Luke Biewald, Marc Teyssier, and Daphne	page=7 xpos=5 ypos=8 right-column full-justified font-smallest hanged-line longer-tail headchar-capital
I-Reference	Koller. 2005. Word-sense disambiguation for machine	page=7 xpos=5 ypos=8 right-column left-indent font-smallest indented-line year headchar-capital
I-Reference	translation. In Proceedings of the HLT/EMNLP. Vancou-	page=7 xpos=5 ypos=8 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	ver, BC, pages 771–778.	page=7 xpos=5 ypos=8 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	Yarowsky, David and Radu Florian. 2002. Evaluating sense	page=7 xpos=5 ypos=9 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	disambiguation across diverse parameter spaces. Natural	page=7 xpos=5 ypos=9 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	Language Engineering 9(4):293–310.	page=7 xpos=5 ypos=9 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period column-bottom above-blank-line above-double-space above-line-space
Page	104	page=7 xpos=4 ypos=9 single-column centered left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only
