B-Header	Proceedings of HLT-NAACL 2003	page=0 xpos=6 ypos=0 right-column left-indent font-smallest page-top year headchar-capital
I-Reference	2001. Exploiting redundancy in question answering.	page=7 xpos=0 ypos=4 left-column left-indent indented-line year tailchar-period
I-Reference	In Proceedings of the 24th SIGIR Conference, pages	page=7 xpos=0 ypos=5 left-column left-indent aligned-line headchar-capital
I-Reference	358–365.	page=7 xpos=0 ypos=5 left-column left-indent right-indent aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-Reference	C.L.A. Clarke, G.V. Cormack, G. Kemkes, M. Laszlo,	page=7 xpos=0 ypos=5 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-comma
I-Reference	T.R. Lynam, E.L. Terra, and P.L. Tilker. 2003. Statis-	page=7 xpos=0 ypos=5 left-column left-indent indented-line year headchar-capital tailchar-hiphen
I-Reference	tical selection of exact answers. In Proceedings of the	page=7 xpos=0 ypos=5 left-column left-indent aligned-line headchar-lower
I-Reference	Eleventh Text Retrieval Conference. To appear.	page=7 xpos=0 ypos=5 left-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Thomas G. Dietterich. 1997. Machine learning research:	page=7 xpos=0 ypos=6 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-colon
I-Reference	Four current directions. AI Magazine, 18(4):97–136.	page=7 xpos=0 ypos=6 left-column left-indent right-indent indented-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Robert Frederking and Sergei Nirenburg. 1994. Three	page=7 xpos=0 ypos=6 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	heads are better than one. In Proceedings of the Fourth	page=7 xpos=0 ypos=6 left-column left-indent indented-line headchar-lower
I-Reference	Conference on Applied Natural Language Processing.	page=7 xpos=0 ypos=7 left-column left-indent right-indent aligned-line headchar-capital tailchar-period above-double-space above-line-space
B-Reference	John C. Henderson and Eric Brill. 1999. Exploiting	page=7 xpos=0 ypos=7 left-column full-justified hanged-line line-double-space line-space year headchar-capital
I-Reference	diversity in natural language processing: Combining	page=7 xpos=0 ypos=7 left-column left-indent indented-line headchar-lower
I-Reference	parsers. In Proceedings of the 4th Conference on Em-	page=7 xpos=0 ypos=7 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	pirical Methods in Natural Language Processing.	page=7 xpos=0 ypos=7 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Eduard Hovy, Laurie Gerber, Ulf Hermjakob, Michael	page=7 xpos=0 ypos=8 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital
I-Reference	Junk, and Chin-Yew Lin. 2001. Question answering	page=7 xpos=0 ypos=8 left-column left-indent indented-line year headchar-capital
I-Reference	in Webclopedia. In Proceedings of the Ninth Text RE-	page=7 xpos=0 ypos=8 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	trieval Conference, pages 655–664.	page=7 xpos=0 ypos=8 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Abraham Ittycheriah, Martin Franz, Wei-Jing Zhu, and	page=7 xpos=0 ypos=9 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital
I-Reference	Adwait Ratnaparkhi. 2001. Question answering using	page=7 xpos=0 ypos=9 left-column left-indent indented-line year headchar-capital
I-Reference	maximum entropy components. In Proceedings of the	page=7 xpos=0 ypos=9 left-column left-indent aligned-line headchar-lower
I-Reference	2nd Conference of the North American Chapter of the	page=7 xpos=0 ypos=9 left-column left-indent aligned-line
I-Reference	Association for Computational Linguistics, pages 33–	page=7 xpos=0 ypos=9 left-column left-indent aligned-line headchar-capital
I-Reference	39.	page=7 xpos=0 ypos=9 left-column left-indent right-indent aligned-line shorter-tail tailchar-period column-bottom
B-Reference	Abraham Ittycheriah. 2001. Trainable Question Answer-	page=7 xpos=5 ypos=0 right-column full-justified column-top year headchar-capital tailchar-hiphen
I-Reference	ing Systems. Ph.D. thesis, Rutgers - The State Univer-	page=7 xpos=5 ypos=0 right-column left-indent indented-line headchar-lower tailchar-hiphen
I-Reference	sity of New Jersey.	page=7 xpos=5 ypos=0 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Douglas B. Lenat. 1995. Cyc: A large-scale investment	page=7 xpos=5 ypos=0 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	in knowledge infrastructure. Communications of the	page=7 xpos=5 ypos=0 right-column left-indent indented-line headchar-lower
I-Reference	ACM, 38(11).	page=7 xpos=5 ypos=0 right-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Jimmy Lin, Aaron Fernandes, Boris Katz, Gregory Mar-	page=7 xpos=5 ypos=1 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Reference	ton, and Stefanie Tellex. 2003. Extracting an-	page=7 xpos=5 ypos=1 right-column left-indent indented-line year headchar-lower tailchar-hiphen
I-Reference	swers from the web using knowledge annotation and	page=7 xpos=5 ypos=1 right-column left-indent aligned-line headchar-lower
I-Reference	knowledge mining techniques. In Proceedings of the	page=7 xpos=5 ypos=1 right-column left-indent aligned-line headchar-lower
I-Reference	Eleventh Text Retrieval Conference. To appear.	page=7 xpos=5 ypos=1 right-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	George Miller. 1995. Wordnet: A lexical database for	page=7 xpos=5 ypos=2 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	English. Communications of the ACM, 38(11).	page=7 xpos=5 ypos=2 right-column left-indent right-indent indented-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Dan Moldovan, Sanda Harabagiu, Marius Pasca, Rada	page=7 xpos=5 ypos=2 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital
I-Reference	Mihalcea, Roxana Girju, Richard Goodrum, and Vasile	page=7 xpos=5 ypos=2 right-column left-indent indented-line headchar-capital
I-Reference	Rus. 2000. The structure and performance of an open-	page=7 xpos=5 ypos=3 right-column left-indent aligned-line year headchar-capital tailchar-hiphen
I-Reference	domain question answering system. In Proceedings of	page=7 xpos=5 ypos=3 right-column left-indent aligned-line headchar-lower
I-Reference	the 39th Annual Meeting of the Association for Com-	page=7 xpos=5 ypos=3 right-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	putational Linguistics, pages 563–570.	page=7 xpos=5 ypos=3 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Ted Pedersen. 2000. A simple approach to building en-	page=7 xpos=5 ypos=3 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	sembles of naive Bayesian classifiers for word sense	page=7 xpos=5 ypos=4 right-column left-indent indented-line headchar-lower
I-Reference	disambiguation. In Proceedings of the 1st Conference	page=7 xpos=5 ypos=4 right-column left-indent aligned-line headchar-lower
I-Reference	of the North American Chapter of the Association for	page=7 xpos=5 ypos=4 right-column left-indent aligned-line headchar-lower
I-Reference	Computational Linguistics, pages 63–69.	page=7 xpos=5 ypos=4 right-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	John Prager, Eric Brown, Anni Coden, and Dragomir	page=7 xpos=5 ypos=4 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital
I-Reference	Radev. 2000. Question-answering by predictive anno-	page=7 xpos=5 ypos=4 right-column left-indent indented-line year headchar-capital tailchar-hiphen
I-Reference	tation. In Proceedings of the 23rd SIGIR Conference,	page=7 xpos=5 ypos=5 right-column left-indent aligned-line headchar-lower tailchar-comma
I-Reference	pages 184–191.	page=7 xpos=5 ypos=5 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	John Prager, Dragomir Radev, and Krzysztof Czuba.	page=7 xpos=5 ypos=5 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	2001. Answering what-is questions by virtual anno-	page=7 xpos=5 ypos=5 right-column left-indent indented-line year tailchar-hiphen
I-Reference	tation. In Proceedings of Human Language Technolo-	page=7 xpos=5 ypos=5 right-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	gies Conference, pages 26–30.	page=7 xpos=5 ypos=6 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Ellen M. Voorhees. 2001. Overview of the TREC-9	page=7 xpos=5 ypos=6 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	question answering track. In Proceedings of the 9th	page=7 xpos=5 ypos=6 right-column left-indent indented-line headchar-lower
I-Reference	Text Retrieval Conference, pages 71–80.	page=7 xpos=5 ypos=6 right-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Ellen M. Voorhees. 2002. Overview of the TREC 2001	page=7 xpos=5 ypos=7 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	question answering track. In Proceedings of the 10th	page=7 xpos=5 ypos=7 right-column left-indent indented-line headchar-lower
I-Reference	Text Retrieval Conference, pages 42–51.	page=7 xpos=5 ypos=7 right-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Ellen M. Voorhees. 2003. Overview of the TREC	page=7 xpos=5 ypos=7 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	2002 question answering track. In Proceedings of the	page=7 xpos=5 ypos=7 right-column left-indent indented-line year
I-Reference	Eleventh Text Retrieval Conference. To appear.	page=7 xpos=5 ypos=8 right-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Jinxi Xu and W. Bruce Croft. 1996. Query expansion	page=7 xpos=5 ypos=8 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	using local and global document analysis. In Proceed-	page=7 xpos=5 ypos=8 right-column left-indent indented-line headchar-lower tailchar-hiphen
I-Reference	ings of the 19th SIGIR Conference, pages 4–11.	page=7 xpos=5 ypos=8 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period
